-195,0.133841446,-0.192392879
-190,0.131245269,-0.18768049
-185,0.128640365,-0.182968101
-180,0.126026735,-0.178255712
-175,0.123404377,-0.173543324
-170,0.120773294,-0.168830935
-165,0.118133483,-0.164118546
-160,0.115484946,-0.159406157
-155,0.112827682,-0.154693768
-150,0.110161692,-0.149981379
-145,0.107486975,-0.14526899
-140,0.104803531,-0.140556601
-135,0.102111361,-0.135844212
-130,0.099410464,-0.131131823
-125,0.09670084,-0.126419434
-120,0.09398249,-0.121707045
-115,0.091255413,-0.116994656
-110,0.088519609,-0.112282267
-105,0.085775079,-0.107569878
-100,0.083021822,-0.102857489
-95,0.080259838,-0.0981451
-90,0.077489128,-0.093432711
-85,0.074709691,-0.088720322
-80,0.071921528,-0.084007933
-75,0.069124638,-0.079295544
-70,0.066319021,-0.074583155
-65,0.063504677,-0.069870766
-60,0.060681607,-0.065158377
-55,0.057849811,-0.060445988
-50,0.055009287,-0.055733599
-45,0.052160037,-0.05102121
-40,0.049302061,-0.046308821
-35,0.046435357,-0.041596432
-30,0.043559927,-0.036884043
-25,0.040675771,-0.032171654
-20,0.037782888,-0.027459265
-15,0.034881278,-0.022746876
-10,0.031970941,-0.018034487
-5,0.029051878,-0.013322098
0,0.026124088,-0.008609709
5,0.023187572,-0.00389732
10,0.020242329,0.000815069
15,0.017288359,0.005527458
20,0.014325663,0.010239847
25,0.011354239,0.014952236
30,0.00837409,0.019664625
35,0.005385213,0.024377014
40,0.00238761,0.029089403
45,-0.000618719,0.033801792
50,-0.003633776,0.038514181
55,-0.006657558,0.04322657
60,-0.009690068,0.047938959
65,-0.012731304,0.052651348
70,-0.015781267,0.057363737
75,-0.018839957,0.062076126
80,-0.021907373,0.066788514
85,-0.024983516,0.071500903
90,-0.028068385,0.076213292
95,-0.031161981,0.080925681
100,-0.034264304,0.08563807
105,-0.037375353,0.090350459
110,-0.040495129,0.095062848
115,-0.043623632,0.099775237
120,-0.046760861,0.104487626
125,-0.049906817,0.109200015
130,-0.0530615,0.113912404
135,-0.056224909,0.118624793
140,-0.059397045,0.123337182
145,-0.062577908,0.128049571
150,-0.065767497,0.13276196
