-225,-0.176591541,0
-220,-0.173620118,0
-215,-0.170587608,0
-210,-0.167494012,0
-205,-0.16433933,0
-200,-0.161123561,0
-195,-0.157846705,0
-190,-0.154508763,0
-185,-0.151109734,0
-180,-0.147649619,0
-175,-0.144128417,0
-170,-0.140546129,0
-165,-0.136902754,0
-160,-0.133198293,0
-155,-0.129432745,0
-150,-0.12560611,0
-145,-0.121718389,0
-140,-0.117769582,0
-135,-0.113759688,0
-130,-0.109688708,0
-125,-0.10555664,0
-120,-0.101363487,0
-115,-0.097109247,0
-110,-0.09279392,0
-105,-0.088417507,0
-100,-0.083980008,0
-95,-0.079481421,0
-90,-0.074921749,0
-85,-0.07030099,0
-80,-0.065619144,0
-75,-0.060876212,0
-70,-0.056072193,0
-65,-0.051207088,0
-60,-0.046280896,0
-55,-0.041293617,0
-50,-0.036245253,0
-45,-0.031135801,0
-40,-0.025965263,0
-35,-0.020733639,0
-30,-0.015440928,0
-25,-0.01008713,0
-20,-0.004672246,0
-15,0.000803724,0
-10,0.006340781,0
-5,0.011938925,0
0,0.017598155,0
5,0.023318471,0
10,0.029099875,0
15,0.034942364,0
20,0.04084594,0
25,0.046810603,0
30,0.052836352,0
35,0.058923188,0
40,0.065071111,0
45,0.071280119,0
50,0.077550215,0
55,0.083881397,0
60,0.090273665,0
65,0.09672702,0
70,0.103241461,0
75,0.109816989,0
80,0.116453604,0
85,0.123151305,0
90,0.129910092,0
95,0.136729966,0
100,0.143610927,0
105,0.150552974,0
110,0.157556108,0
115,0.164620328,0
120,0.171745634,0
125,0.178932028,0
130,0.186179507,0
135,0.193488074,0
140,0.200857726,0
145,0.208288466,0
150,0.215780291,0
155,0.223333204,0
160,0.230947203,0
165,0.238622288,0
170,0.24635846,0
175,0.254155718,0
180,0.262014063,0
185,0.269933495,0
190,0.277914013,0
195,0.285955617,0
